# alpha  collapse_time  final_R  collapsed(1=yes,0=no)
0.1 0.06860000000000029 -nan 1
0.1668100537200059 0.06860000000000029 -nan 1
0.2782559402207124 0.06860000000000029 -nan 1
0.4641588833612779 0.06860000000000029 -nan 1
0.774263682681127 0.06860000000000029 -nan 1
1.291549665014884 0.06860000000000029 -nan 1
2.154434690031883 0.06860000000000029 -nan 1
3.593813663804628 0.06860000000000029 -nan 1
5.994842503189409 0.06860000000000029 -nan 1
10 0.06860000000000029 -nan 1
